MovieID;Title;Genre;ReleaseYear;ReleaseDate;Country;BudgetUSD;US_BoxOfficeUSD;Global_BoxOfficeUSD;Opening_Day_SalesUSD;One_Week_SalesUSD;IMDbRating;RottenTomatoesScore;NumVotesIMDb;NumVotesRT;Director;LeadActor
7886;Near study far;Drama;2022;24/2/2022;USA;216013061;20738823;341034487;44982659;96041957;38;41;799;1438;Charles Lopez;Brian Gentry
7887;Open poor expect;Romance;1964;19/9/1964;USA;276288733;297910787;66246781;5435033;166734394;76;67;3528;342;Michael Manning;John Barker
7888;Race then;Sci-Fi;2015;23/10/2015;USA;160891752;378373249;555858324;98110206;157646438;79;85;911;736;Jeffrey Neal;Becky Kerr
7889;Medical cell trial;Thriller;1981;21/10/1981;UK;24324462;31001039;49414003;4094831;15255994;88;99;1468;67;Benjamin Hudson;Danny Kline
7890;Arrive this;Action;1986;30/9/1986;USA;2554885436;543971036;8383637082;126659688;2365112152;79;68;28188;341;Bethany Rodriguez;Benjamin Walters
7891;Young song;Horror;2024;18/1/2024;USA;290978005;4948550008;84096510;112688703;2008733702;77;69;2551;319;Brian Robinson;Gina Fernandez
7892;Site lead;Sci-Fi;1957;17/3/1957;USA;73794197;99939495;152429586;10933477;46183191;7;61;8938;63;Robert Hendricks;Ryan Hood
7893;Republican;Romance;2025;7/5/2025;USA;304625814;296905279;482545068;36079642;132916024;44;41;1674;50;Daniel Rivera;Brian Gentry
7894;Sea tend international;Comedy;1977;23/4/1977;USA;144097185;283637793;550745487;77853891;146381229;81;70;236;778;Donna Hall;Amanda Rivas
7895;Base;Horror;2023;3/2/2023;USA;117302016;180183858;2887576884;525914281;925173316;34;32;286;931;Michelle Collins;Paul Glover
7896;Media always;Horror;2019;17/9/2019;USA;223326227;275574623;541869714;56521942;13472802;62;55;9504;2376;Melissa Cohen;Sheila Dunn
7897;Outside follow;Drama;1974;28/12/1974;USA;1870381;35401726;64571541;606224;20789943;74;87;657;120;Joshua Morales;Jason Chavez
7898;Response mission professor;Drama;1993;14/8/1993;USA;1257343421;2940830013;5016136119;397261636;1661166381;64;64;19010;743;William Banks;Elizabeth Shannon
7899;Put show according;Thriller;1954;24/5/1954;USA;1320280226;3980366133;614614462;772145101;1597642977;74;75;25953;2946;Roberto Underwood;Jorge Kennedy
7900;Half mouth learn;Romance;2020;4/1/2020;South Korea;82805994;178686533;349847662;27352837;98279535;53;55;5289;212;Gary Simmons;Elizabeth Shannon
7901;School need receive me;Thriller;2009;9/6/2009;USA;299587835;280552604;522414445;44997136;11229119;64;73;11802;752;Daniel Rivera;Samuel Bond MD
7902;Spring work;Thriller;2008;22/7/2008;USA;87590642;1268322584;2287138039;305322825;653969832;64;72;23463;3355;Kimberly Barker;Brandon Davidson
7903;List sea history;Thriller;2017;20/4/2017;Australia;2139377962;676895563;1010968343;983618581;3832050137;67;62;5653;50;Sophia Gomez;Alyssa Wolfe
7904;Describe air us;Thriller;1989;18/6/1989;USA;792768196;1377232783;2533434148;316415821;754439158;55;58;36551;627;David Hall;David Lopez
7905;Interview be pretty;Comedy;1994;15/7/1994;USA;642165496;691627003;1309130788;125768709;309443827;56;68;1251;585;Kim Watkins;William Washington
7906;Degree commercial;Documentary;2012;9/12/2012;Canada;19954766;44595457;7445507;9781322;23818174;71;69;208;120;Francisco Ford;Scott Anderson
7907;Pay college easy wear;Action;2006;29/11/2006;USA;4849414145;3382317664;7148944253;668543623;1601729066;73;72;2321;46290;Tyler Sanchez;Jorge Thompson
7908;White class reduce;Drama;2025;23/6/2025;Canada;88063531;1625185421;3264881374;311065578;919856238;65;63;5474;7640;Dr. Jonathan Long;Nathan Nelson
7909;Against;Action;1984;7/1/1984;USA;6785801;359057332;6785801;94067662;201472595;53;46;323;514;Kimberly Barker;Logan Martin
7910;Yes control;Comedy;2014;24/6/2014;Canada;359744448;634012634;1578865512;188473205;380355662;48;49;42587;267;Robert Webster;Seth Smith
7911;Recent expert;Horror;2024;24/5/2024;USA;2020766902;1062207651;2240701131;279898187;436717418;9;82;2898;1174;Mark Moody;Stephanie Moore
7912;Important standard book;Action;1992;20/3/1992;Australia;24587275;606279849;1058375635;9746214;321810094;82;96;2302;938;Jessica Rodriguez;Vincent Suarez
7913;Foreign house;Action;1978;25/4/1978;USA;77381545;182108375;333628419;39300236;79671394;53;64;517;79;Jessica Gonzalez;Patricia Ramirez
7914;Over apply social;Romance;1974;28/11/1974;USA;1240483121;2660466778;5292938262;643706598;1263431529;74;71;6950;104;Courtney Reynolds;Meghan Johnson
7915;Cover serve style;Comedy;2006;11/12/2006;USA;100000;24890495;42334084;6647658;12489192;64;64;1123;135;Ryan Tate;Christopher Hanson
7916;Reveal;Thriller;2019;23/8/2019;Canada;78976009;83286032;162830162;16703772;47580255;53;61;6885;535;David Charles;Alan Mullins
7917;Onto star;Drama;1990;8/6/1990;USA;122285361;88301713;184091532;13355111;45638552;87;96;6613;161;Sonya Clark;Joshua Willis
7918;Remain woman police;Comedy;2020;17/2/2020;USA;283092603;6718701;1276875723;78127645;300190423;65;64;16169;431;Adriana Campbell;Adam Bowman
7919;Of;Action;1983;26/6/1983;India;260106339;289333717;566374611;68254738;150080732;69;61;1025;1906;Dr. Michael Monroe;Jeffrey Sharp
7920;Expect item;Drama;1993;19/3/1993;USA;779649877;389049765;936189936;56724467;178760249;73;72;4101;111;Michael Ross;Courtney Butler
7921;Your what professional;Thriller;2022;7/2/2022;USA;152407369;271460229;638713495;31003658;121511253;6;58;23308;50;Melissa Cohen;Jamie Chavez
7922;Either teach letter;Thriller;1984;27/7/1984;USA;325779611;18970064;325779611;32029171;110433347;78;71;416;516;Albert Phillips;Kimberly Ray
7923;Process take television;Comedy;1981;8/2/1981;India;72543544;18521554;357666269;46943176;100627773;8;94;6610;550;Chad Koch;Amanda Jenkins
7924;Over prepare;Comedy;2024;23/1/2024;USA;332214562;418967473;998064785;115756784;171781796;76;85;11618;16725;Melissa Cohen;Shannon Hunt
7925;Wall similar;Comedy;1996;19/3/1996;USA;529456421;1618561113;2486309858;471609384;961426231;85;82;8894;36449;Bryan Murray;Jeffrey Holloway
7926;Something history;Documentary;1983;8/8/1983;USA;36160014;16952644;36160014;4071797;7546434;62;68;7159;536;Patricia Munoz;Brian Rodriguez
7927;Product general everyone;Comedy;2005;23/1/2005;USA;55914627;65311607;153757902;16787197;3017832;63;63;1330;1021;Janice Taylor;Kristin Cook
7928;Three pretty agree detail;Action;2015;10/3/2015;USA;794387;163335052;378868453;20467794;92994984;96;96;3667;2297;Lisa Atkins;Sarah Nelson
7929;Subject dark road;Documentary;1996;11/7/1996;USA;332998048;838074349;1204939007;85738622;401197813;78;77;531;470;Dr. Michael Monroe;Nicole Dawson
7930;Expert box;Drama;2014;24/5/2014;USA;137481927;291493797;460408992;62238962;126847517;56;52;5004;108;Shannon Ross;Jeffrey Smith
7931;Wonder lawyer with;Comedy;1990;5/1/1990;USA;226817815;95485988;226817815;139084;53202484;66;57;9042;889;Ryan Tate;Adam Bowman
7932;Its surface poor;Comedy;1994;8/11/1994;UK;64579926;90522422;135063471;25091142;4801491;63;64;2434;4209;Jennifer Miller;Adam Montes
7933;Employee result;Thriller;2020;7/10/2020;South Korea;62317378;134144497;288566231;19031252;61278115;71;53;25252;333;Adam Brown;Kimberly Ramirez
7934;Kid Republican process;Drama;2023;28/2/2023;USA;91632357;37915377;91632357;8699415;19674649;84;85;583;103;Jessica Gonzalez;Christopher Patterson
7935;Outside learn;Comedy;1983;3/6/1983;USA;80472669;161602929;243498838;37657687;88750253;6;58;553;2294;Jeremy Ray;Robert Reynolds
7936;Conference baby;Drama;2022;29/10/2022;USA;464714461;305360659;464714461;37047426;171550405;53;54;3091;3519;Sean Howard;Lynn Pierce
7937;Green lead term its;Horror;2024;23/5/2024;USA;134341427;259345686;46580246;74173878;150811464;59;51;2978;50;Melissa Cohen;Brenda Gomez
7938;Father big quality;Drama;2015;26/9/2015;UK;219581845;17538588;307437026;44554535;95625016;83;67;9249;141;Mary Mitchell;John Strickland
7939;Dog talk coach;Drama;1967;16/8/1967;USA;840803464;1512290322;2305581001;355048657;87809329;79;82;448;55;Andrew Chambers;Lauren Horton
7940;Race then;Thriller;2005;6/2/2005;USA;1445204547;1469745573;2787657037;207868508;64496934;68;82;6238;393;Charlotte Williams;Ashley Juarez
7941;Medical cell trial;Drama;1958;27/11/1958;Australia;32616725;106694078;162919662;20325911;45107933;54;65;100;280;Michael Chung;Paul Glover
7942;Develop design;Action;2002;2/11/2002;USA;2503644692;7903688837;1203615298;1106541883;4486796196;58;67;1360;1271;Karen Robinson;Christopher Tucker
7943;Town data degree;Drama;1971;17/8/1971;USA;320146345;691023829;1155349584;75598251;298567256;46;52;7787;50;Michael Chung;Andrew Lyons
7944;Management modern similar;Action;2021;16/4/2021;USA;2000974735;3257176084;5469863499;497359365;1899707503;77;88;530;337;Tracy Tucker;Samuel Bond MD
7945;Those arm action;Drama;2013;27/5/2013;USA;51366493;6090903;110693675;17659743;28318335;62;63;194;1336;Benjamin Ray;Seth Johnson
7946;Offer bar why;Romance;2023;22/8/2023;USA;72975784;44291616;72975784;11519095;26146439;91;93;5758;311;Rachel Kirby;Sydney Jordan
7947;Half our;Drama;1975;18/5/1975;USA;4349936612;2683581109;5392992055;794754789;1297680018;64;74;699;646;Courtney Reynolds;Alexandra Benitez
7948;Try week;Drama;1961;9/11/1961;USA;791737827;1296953818;3174424782;200602458;713942462;41;41;4674;1126;Rachel Kirby;Danny Kline
7949;Compare break meeting;Comedy;2000;22/5/2000;USA;226617557;52148896;748450532;96389728;212246662;69;53;2255;464;Michael Richards;Donald Benson
7950;In late reduce;Thriller;2008;22/10/2008;USA;108840075;12613975;189473533;31058176;60117844;75;68;2943;241;Francisco Ford;Adam Montes
7951;Myself;Action;2007;2/3/2007;USA;287936783;413101406;819818161;60735496;228884958;83;82;119721;1225;Brenda Smith;Christina Jones
7952;Technology shake;Romance;1997;13/8/1997;Canada;300000000;5446381553;8797007543;1246463984;2529487865;61;65;2139;50;David Perez;Alexandra Benitez
7953;Put western cultural;Comedy;1998;22/10/1998;USA;125520025;207817271;413046209;35910906;118724623;69;80;3882;560;Benjamin Hudson;Mrs. Stephanie Palmer
7954;Change;Sci-Fi;2002;3/11/2002;UK;39154012;68917714;142869587;15173384;30230639;68;78;748;6978;Kimberly Barker;Ronald Herrera
7955;Relate rock;Drama;1964;28/4/1964;USA;223790311;484752927;79025472;145296754;236091397;82;80;1803;459;David Lee;Valerie Dennis
7956;Tv spend right;Horror;1998;21/6/1998;USA;357288183;481810539;797272717;130932354;207661749;83;75;32266;177;Dr. Michael Monroe;John Sullivan
7957;System carry;Drama;2012;13/7/2012;USA;484624266;500125206;1005423516;118371763;248129743;72;78;670;1235;John Jones;Jorge Kennedy
7958;Check;Action;1991;16/5/1991;USA;345911314;465009942;74148155;59803739;263359376;6;42;15476;2693;Caitlin Brewer;Tyler Cooper
7959;Middle military house;Drama;1951;22/7/1951;USA;3955905901;5824476041;1099123003;744715584;3165738506;45;44;57500;1347;Elizabeth Lane;Melissa Lopez
7960;Dog improve perhaps;Comedy;1980;20/12/1980;USA;94705827;171186089;269192091;18265276;71013972;35;37;505;209;Ryan Tate;John Sullivan
7961;Form floor thank;Documentary;2014;8/12/2014;USA;1235985097;627542061;1235985097;137728045;256307449;76;91;1015;93;Thomas Peterson;Meghan Johnson
7962;Remember before;Romance;2000;26/2/2000;USA;185365827;22778776;351260725;36769262;128207589;96;99;47258;1361;Caitlin Brewer;Anthony Rhodes
7963;Throw simply lay;Sci-Fi;1957;1/4/1957;USA;38550245;116592257;186836021;12953417;49483154;68;77;3227;346;Jerry Owens;Johnathan Chen
7964;Attack keep city;Thriller;2015;27/3/2015;USA;1451866678;3119417899;6147988373;637344052;1307583922;56;43;480;50;Mrs. Hannah Campbell DDS;Michael Torres
7965;Safe cell consumer;Comedy;2004;14/10/2004;China;148687345;33446486;639943348;62009372;178667458;84;85;10369;1581;Jordan Orozco;Mark Jones
7966;True three suggest;Horror;1991;31/5/1991;Germany;48327082;143191257;232952176;28837232;69724484;52;49;1024;246;Ashley Medina;Lynn Pierce
7967;We;Comedy;2020;7/11/2020;India;544691453;22059769;544691453;30782905;94474437;74;64;13711;2118;Jessica Rodriguez;Joseph Contreras
7968;Hit exist;Horror;1983;5/2/1983;Canada;334543177;428998138;682572267;85633214;193492022;68;67;2650;801;Nicholas Murphy;Lorraine White DDS
7969;Idea hit;Comedy;2008;8/3/2008;India;7461696019;7880266538;1346681298;1326069153;4487796978;77;69;544;1661;Judy Walker;Christina Jones
7970;Address present;Action;2010;18/6/2010;USA;134611771;197302359;341443247;51096021;117550359;58;57;66959;1099;Raymond Morris;Derrick Smith
7971;Believe;Drama;1995;23/5/1995;Canada;482749177;692816954;1134762639;195067893;367202155;46;31;1476;381;Jessica Gonzalez;Victoria Phillips
7972;Likely product drop;Thriller;2012;29/4/2012;USA;1156065682;3410573651;5515556809;421733839;2011972397;57;42;12853;5060;Faith Franklin;Anna Vasquez
7973;Trip;Sci-Fi;1989;28/3/1989;USA;2294306995;29485863;6680864652;691952057;1359083925;57;53;822;332;Roberto Underwood;April Murphy
7974;Onto light point;Comedy;1997;26/11/1997;USA;636844345;928744303;1664810429;157059165;375824416;66;72;6001;2832;Chad Peters MD;April Murphy
7975;Wide;Horror;2003;8/7/2003;USA;254909225;243568945;37701781;38798717;117790934;76;76;14729;50;Dr. Michael Monroe;David Perez
7976;Public condition;Horror;2017;5/3/2017;UK;102443665;213464714;316117845;24702873;122825365;64;76;116;1702;Philip Simmons;Russell Martin
7977;Feeling focus;Drama;1995;6/12/1995;Germany;153363988;178144383;287447949;27509741;83034032;7;75;974;95;Jessica Gonzalez;Brooke Stanley
7978;Natural sing buy;Drama;1992;15/8/1992;USA;205535727;565822184;849942587;157933448;270242373;71;65;26219;2643;Thomas Peterson;Seth Johnson
7979;Out present;Comedy;2019;18/4/2019;China;31505603;30944784;56660485;408838;17779491;68;67;9644;50;Brandon Fuller;Catherine Rogers
7980;Where;Comedy;2009;21/7/2009;USA;161022634;162948247;325222302;27308003;90177688;65;70;226044;3825;Kristina Moore;Tracy Klein
7981;Alone second expect;Romance;1988;23/4/1988;USA;22108498;71202472;104753711;18758641;33214435;32;39;2794;982;Jessica Singh;Rebecca Mejia
7982;Any although;Drama;2010;2/12/2010;USA;123189462;148389593;308832593;18785504;60663341;78;88;207;129;Megan Sharp;Miranda Armstrong
7983;Charge;Drama;2014;12/12/2014;USA;5072297;5921194;97967539;11297534;29976863;47;48;7830;88;Stephanie Hayes;Christina Buchanan
7984;Style accept for;Action;2018;1/12/2018;USA;3310751623;233053711;3801318389;346697446;1338254586;61;58;429;164;Melissa Hernandez;Jennifer Moore
7985;Card ok;Action;1971;23/11/1971;China;386946768;804266691;1305052123;231627001;421810419;65;55;2400;2247;Melanie Olson;Mrs. Stephanie Palmer
7986;Generation require rest;Comedy;2022;14/6/2022;USA;34302716;43753102;94490508;9618879;20151039;7;82;4966;12584;Jason Jones;Corey Johnson
7987;Pick nice;Comedy;2025;18/12/2025;Germany;1160148272;2352664931;4436308316;512355526;1364222193;65;71;65476;830;Tracy Tucker;Eric Nelson
7988;Must staff name;Comedy;2004;20/8/2004;USA;135990835;429576324;644927401;113614865;193700446;34;38;7254;50;Donna Wagner;Noah Harrison
7989;Pattern popular education;Action;1970;5/1/1970;USA;1091950724;2139646144;3987683514;479431126;1226081446;55;59;3545;1305;Tara Underwood;Ian Williams
7990;History serve;Horror;1952;17/3/1952;USA;594990123;964835916;1388515351;199587064;473372503;9;87;4007;86;Kayla Young;Robert Reynolds
7991;Environmental wide ground;Documentary;2005;9/3/2005;USA;423840711;302408871;46150059;60583798;134463854;74;71;461;1696;Lori Callahan;Tracy Klein
7992;Career turn;Comedy;2019;20/11/2019;USA;35408798;716537524;1545992631;151380235;354966489;77;66;3011;813;Robin Hooper;Michelle Thomas
7993;Place quite;Sci-Fi;1965;11/8/1965;Germany;391397536;840629847;1546885119;223569896;415941567;77;90;14444;1681;Paul Weiss;Christopher Hanson
7994;Low fire strategy;Action;1992;13/3/1992;USA;408411655;295461434;530188131;37315223;146896303;56;48;1788;87;Kristina Moore;Jeffrey Holloway
7995;Box mother;Thriller;2023;17/10/2023;UK;6631914;98898548;159919677;28663094;5128097;88;72;2535;121;Michael Chung;Mark Jones
7996;Difference degree;Action;2013;12/6/2013;USA;678899434;456203195;678899434;78755745;266920695;78;80;6779;2464;Colleen Willis;Benjamin Mitchell
7997;Model professor;Action;2005;15/5/2005;USA;63969216;5849691;103838777;6197193;33906069;58;57;2485;40975;Karen Barrett;Rebecca Mejia
7998;Fear stuff;Drama;1996;22/1/1996;USA;1186990836;3298039788;5917991049;472207462;1396747576;48;40;4332;90;Megan Sharp;Marissa Pena
7999;Store send maybe;Documentary;2017;26/4/2017;USA;455680114;343807678;643294426;36738834;177887195;42;55;337;50;Jeremy Ray;Alyssa Wolfe
8000;Firm on;Thriller;2000;19/3/2000;USA;17578761;269545908;459737775;32105485;140483241;76;80;4307;9871;James Cross;Joshua Willis
8001;Mind foot;Drama;2022;26/9/2022;USA;4127947768;104861273;1731871216;2267848238;4349496056;76;76;10382;697;Robert Hendricks;Monique Harris
8002;Interest nation tonight;Horror;2019;2/4/2019;USA;877139367;609178217;877139367;90972092;314609034;69;48;2932;712;Crystal Harris;Robert Garcia
8003;Claim yes dream;Sci-Fi;2019;4/9/2019;USA;2892012894;1753608973;2939305394;22158949;88499289;79;92;5360;50;Karen Robinson;Jeffrey Smith
8004;Its most traditional;Comedy;1984;22/2/1984;UK;451806725;28856619;580733369;29403182;157924382;62;67;28748;1006;James Miller;Jeanette Archer
8005;Production five rule;Comedy;2018;6/1/2018;Canada;68223867;97910107;148606928;17863026;54921967;65;56;21500;50;Emily Miller;Mary Wolfe
8006;Time level;Romance;1981;22/11/1981;India;822445582;1315611857;2570160733;157428919;726786875;76;65;147;3231;Jordan Orozco;Eric Perry
8007;Board exactly a;Drama;2008;23/7/2008;China;31867196;27567026;54311296;3323908;1292056;73;67;307;350;Chad Peters MD;Meghan Mcintosh
8008;Prove all player;Drama;1987;26/7/1987;Canada;405259798;530734348;1039956627;102652172;231477277;72;87;4103;359;Bethany Rodriguez;Sherry Turner
8009;Start might wait;Comedy;2016;13/11/2016;USA;75041694;44900664;99306245;5363275;19262662;75;79;1588;239;Daniel Rivera;Cynthia Little
8010;Her scientist attention bag;Comedy;2014;25/8/2014;Canada;537665185;409332071;650653131;73334445;184049058;91;89;3807;20958;Robert Webster;John Sullivan
8011;Consumer;Sci-Fi;2022;5/10/2022;USA;453743371;897597525;1574235473;208172406;45419446;63;54;1815;920;Albert Phillips;Lynn Pierce
8012;Return movie;Drama;2024;19/12/2024;India;106024045;174287652;259065448;30057285;97277469;66;69;2530;282;Julie Maxwell;Christopher Benson
8013;Itself gun;Action;2006;3/4/2006;UK;498013167;660516614;1482638906;129148191;381906065;57;65;7919;50;Judy Walker;Brian Rodriguez
8014;Cost top western;Action;1998;3/6/1998;USA;822341832;865609878;2086396314;103548332;405682839;52;50;3343;1679;Jennifer Miller;Cassandra Dennis
8015;Simple seek;Sci-Fi;1982;22/1/1982;USA;238991567;371522289;792449522;81204407;19835323;54;60;175;1112;Faith Franklin;Kathy Marshall
8016;Hour investment;Horror;1976;20/6/1976;USA;89290309;218057848;37130156;43514669;127796624;73;86;15862;2368;Daniel Brown;Gina Fernandez
8017;Station investment;Comedy;2018;15/2/2018;USA;162633005;453597466;683754332;115894319;24704166;62;68;16411;79;Matthew Beck;Tracy Klein
8018;Certainly;Drama;1994;24/12/1994;India;486120819;755552157;1513471529;115025579;431847796;48;59;10967;88;Troy Cochran;Pamela Frey
8019;Surface when;Romance;2011;31/3/2011;USA;617799999;1357213518;2971082345;193677747;75926415;75;79;1007;9479;Michael Chung;Andrew Lyons
8020;Position second;Romance;2024;18/9/2024;USA;309772891;570587634;1060561148;112774025;314209508;7;63;1970;168;Rachel Kirby;Dennis Rogers
8021;Good side second;Drama;2003;7/7/2003;France;76740726;81652135;126403543;16272823;37083677;34;25;353;13361;Francisco Ford;Diane Jacobs
8022;Recognize couple;Comedy;1987;22/3/1987;Australia;300000000;3912151337;6658420851;1170299025;2164216061;65;77;6223;754;Sophia Gomez;Meghan Mcintosh
8023;Maintain from yet;Sci-Fi;2021;6/11/2021;Australia;2290719668;5922259441;8880087691;116709645;3481359502;61;69;1119;311;Brenda Smith;Mathew Castillo
8024;Onto information;Romance;1970;13/10/1970;USA;1045597549;1061626413;1838645345;15946082;546782943;76;89;5970;209;Kristina Moore;Jason Mercer
8025;Performance else data conference;Thriller;2020;17/7/2020;USA;50746693;55740801;11932353;9083333;25539414;61;68;2898;498;Rachel Kirby;Terry Martinez
8026;West friend;Thriller;1977;4/9/1977;Canada;1145928763;2078696628;3722221667;501150164;837428373;66;76;8769;786;Matthew Beck;John James
8027;Edge inside could;Action;2012;26/6/2012;USA;80389575;56502398;10230697;14355398;26920194;78;83;494;930;Sara Higgins;Andrew Walker PhD
8028;Anyone;Action;1991;8/3/1991;USA;2140959443;4024199918;6339298648;1063851951;2323019967;77;86;3492;74;Thomas Peterson;Donald Franco
8029;Mouth;Drama;1995;1/11/1995;USA;2634890058;2346905709;3357727288;522205718;1308918271;78;89;35074;50;Jason Jones;Carla Dougherty
8030;Several share season;Action;2022;1/8/2022;USA;208517463;121206133;208517463;23365969;57171271;47;33;1822;232;Anthony Henry;Trevor Lee
8031;Leader national special;Drama;2005;25/10/2005;UK;359854841;202387038;359854841;46530915;96429026;62;41;38444;2209;Denise Horne;William Brooks
8032;Majority;Comedy;2021;9/7/2021;USA;132378618;649824156;132378618;108287008;32898124;85;77;18157;348;Donna Wagner;Melissa Lopez
8033;Suddenly decide;Drama;2012;11/4/2012;USA;285944546;528921656;8725650394;115979084;2899427751;52;65;10798;89672;Rachel Hayes;Pamela Frey
8034;Film space;Drama;1990;22/7/1990;USA;3360375;105243567;166815038;11924507;62295526;54;49;987;753;Darrell Carlson;Benjamin Walters
8035;Pretty;Action;2008;6/4/2008;USA;839406289;482954556;839406289;104989875;235496313;37;57;24944;233;Donna Hall;Melissa Melendez
8036;From just information;Drama;2024;1/4/2024;USA;106526011;135320821;214389626;27398498;76910185;74;72;3926;456;John Jones;Kristy Faulkner
8037;Late number character;Drama;2010;29/7/2010;USA;1308550274;6407982246;1308550274;87409428;2946490447;5;53;1681;649;Albert Phillips;Christina Buchanan
8038;Save moment;Action;2004;12/10/2004;USA;341232899;834460323;1387302023;188589611;39347932;4;51;4771;975;Jeffrey Myers MD;Derek Jones
8039;Her usually nor;Sci-Fi;1993;14/9/1993;USA;805804915;1791327885;3592524817;255244937;948629259;44;60;5131;358;Diane Skinner;Ronald Thompson DDS
8040;Large dream imagine;Thriller;2006;29/3/2006;USA;199345933;185428432;341535887;29554518;109816053;65;68;1724;2468;Gary Simmons;Michael Torres
8041;Culture maybe hundred education;Action;2007;19/9/2007;Germany;522128398;364847676;891896564;78273001;154017041;49;57;23155;629;Amber Anderson;Olivia Ortiz
8042;Prepare teacher something;Drama;1976;25/11/1976;USA;506311787;646298637;1175625033;120716946;375534065;58;63;10754;50;Charlotte Williams;Kimberly Johnson
8043;End head;Romance;1969;2/4/1969;USA;1263912456;153711083;3536469069;2014137677;7371936734;92;88;11626;50;Melanie Olson;Brenda Gomez
8044;Question this soldier;Documentary;2012;17/11/2012;USA;179929028;393062777;618906532;45220268;235033524;71;70;100;469;Maria Lane;Karen Shaffer
8045;Speech about someone;Action;2004;14/2/2004;USA;258298422;792729264;1209654153;12002553;36514564;69;78;2343;507;Jeffrey Myers MD;Carl Schneider
8046;Cover;Romance;1994;4/3/1994;USA;48101855;98760751;223785967;14337809;55809993;47;41;17580;136;Julie Maxwell;Vincent Suarez
8047;Take score seem suffer;Horror;1995;1/7/1995;USA;308315576;310284541;68658186;72377959;181790401;34;39;352;1678;Sophia Gomez;Joy Huber
8048;Good side second;Documentary;2025;20/9/2025;USA;927623638;436054829;927623638;59617578;179399598;38;26;3432;3062;Suzanne Gonzalez;Andrew Lyons
8049;Lawyer size;Romance;1996;29/6/1996;China;138949939;80036928;188920219;16912026;32440444;88;69;7348;846;Karen Barrett;Dr. Edward Smith
8050;Book represent expect;Horror;1982;28/11/1982;USA;38179331;1014092845;1759505419;268548413;594103427;72;72;1838;50;Carolyn Schwartz;Tyler Cooper
8051;Send;Horror;1958;21/8/1958;USA;386905972;456404536;769224842;51833205;260916975;6;58;1478;50;Nathan Bolton;Kathryn Stevenson
8052;Stay member;Comedy;1989;25/12/1989;USA;3831577;18155101;3831577;3455758;9645417;54;76;1003;505;Anthony Henry;Casey Collins
8053;Enjoy case create;Comedy;2007;12/12/2007;USA;189420113;257815634;496629643;30149725;132403522;78;74;6376;802;Heidi Cisneros;Heather Williams
8054;Front manager;Action;2024;21/8/2024;Australia;573263233;957224655;1436621582;128134251;55557204;57;64;1591;860;James Wright;Lauren Richards
8055;Evening image special;Drama;2014;28/12/2014;USA;305264955;353330293;864577045;72554414;155361615;44;39;920;676;Paul Rogers;Kathy Marshall
8056;Action model;Comedy;1976;27/4/1976;USA;830351362;824709696;1429172766;207380396;4404523;65;56;14418;2522;Manuel Benton;Melissa Melendez
8057;Child until political;Comedy;2003;6/2/2003;China;11318024;135715124;278750375;40116192;79142038;72;85;3582;94;Elizabeth Lane;Laura Wilson
8058;Author program report;Drama;1974;4/4/1974;India;146229559;277058405;424579792;48092855;140911664;10;100;17952;479;Anthony Henry;Duane Fletcher DDS
8059;True bad;Horror;1995;30/11/1995;USA;29695422;195686308;325517586;22830216;105707351;10;87;15532;50;Stephanie Hayes;Timothy George
8060;Against step;Comedy;1979;9/8/1979;India;380160991;797273758;1226968724;17740048;380021909;65;70;13188;2494;Hannah Camacho;John James
8061;Son;Action;2012;12/8/2012;USA;16514712;7697812;17601268;901444;4039839;74;81;956;1831;Jeffrey Neal;Michael Gomez
8062;Throw table choose;Comedy;2021;28/2/2021;USA;1291325457;1131460276;1813760459;240189483;467399524;64;64;22858;194;Kelsey Ellis;Tonya Campbell
8063;Role movement use;Action;1984;30/9/1984;Canada;5368536268;1138576904;2621528457;2507933394;4642948128;5;28;3581;50;Caitlin Brewer;Gina Fernandez
8064;Ball treat;Action;2004;26/1/2004;USA;100000;6398713;15395177;1671594;3604216;92;84;1700;1230;Diana Davis;Brandon Davidson
8065;Rule protect central;Comedy;2016;6/12/2016;UK;137184232;17180387;395629629;44071376;70095974;65;69;441;89;Lisa Atkins;William Brooks
8066;International whose;Comedy;2016;2/7/2016;USA;1120560998;634428196;1521377814;171779681;366076699;44;63;11683;680;Charlotte Williams;Patricia Keller
8067;Detail relate;Comedy;2013;21/7/2013;USA;1054834412;2930099838;488598688;769719614;175552768;88;84;6768;650;Anthony Rowland;Ashley French
8068;Next develop;Horror;1984;8/3/1984;UK;674860866;986798263;1480725105;119172347;582641804;54;76;15646;61;James Miller;Michael Ramirez
8069;Animal condition song;Sci-Fi;2012;11/8/2012;USA;2192296246;1186295271;2192296246;144778746;486844519;57;63;1847;128;Rachel Hayes;John Perry
8070;President increase;Comedy;1993;20/5/1993;USA;222979699;135008755;230834821;18624097;64082645;10;100;12837;3477;Anthony Henry;Jamie Chavez
8071;Bed response;Comedy;1994;6/7/1994;USA;503730812;457848814;998741908;63045273;247015375;82;72;106389;297;James Wright;Holly Jones
8072;Item moment perhaps form;Drama;1967;18/11/1967;USA;212319957;151575238;303496146;21087213;68858259;71;70;6443;58;Tyler Sanchez;Chelsea Armstrong
8073;Generation character;Thriller;2025;24/7/2025;Canada;2448679138;580318937;9326971149;1179558346;3353486672;65;62;5059;2453;Crystal Harris;William Ramirez
